,Sentence,Sentiment
1173,"The period 's sales agreement omit to EUR30 .6 m from EUR38 .3 m , according to the interim account , released today .",1
1174,"The stop 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the lag report card , released now .",1
1175,"The period 's gross revenue flatten to EUR30 .6 m from EUR38 .3 m , according to the lag account , expel today .",1
1176,$TWTR The best scenario going forward is this stock tardily falling everyday....Which is quite probable...,1
1177,$TWTR The best scenario going forward is this stock lento falling everyday....Which is quite probable...,1
1178,$TWTR The best scenario going forward is this origin slowly falling everyday....Which is quite an probable...,1
1179,$TWTR The best scenario going ahead is this stock tardily come down everyday....Which is quite probable...,1
1180,$TWTR The right scenario going advancing is this stock tardily return everyday....Which is quite probable...,1
1181,$TWTR The full scenario give out advancing is this pedigree slow falling everyday....Which is quite probable...,1
1182,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding menstruum in 2009 .",1
1183,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first one fourth of 2010 has remained clearly below the level of the corresponding period in 2009 .",1
1184,"According to CEO Matti Perkonoja of the parent ships company HKScan , the ships company 's performance in the first quarter of 2010 has remained clearly below the level of the comparable period in 2009 .",1
1185,"According to CEO Matti Perkonoja of the parent party HKScan , the party 's functioning in the first quarter of 2010 has remained clearly below the even out of the corresponding period in 2009 .",1
1186,"concord to chief operating officer Matti Perkonoja of the parent troupe HKScan , the troupe 's performance in the first quarter of 2010 has remained clearly below the plane of the corresponding period in 2009 .",1
1187,"allot to CEO Matti Perkonoja of the nurture company HKScan , the company 's execution in the first poop of 2010 has remained clearly below the level of the match period in 2009 .",1
1188,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1
1189,"Finnish plumbery and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1
1190,"Finnish plumbing and wake systems supplier Uponor 's net gross sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1
1191,"Finnish plumbing and heating system system supplier Uponor 's net sales from continuing operations diminish by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1
1192,"Finnish bathymetry and heating scheme provider Uponor 's net gross sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1
1193,"Finnish plumbing and heating arrangement provider Uponor 's net income cut rate sale from continuing process decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",1
1194,windowpane 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,1
1195,Windows 10 is fearful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,1
1196,Windows 10 is awful why did it forcefulness an raise on my pc without my consent? #windows #Microsoft $msft,1
1197,windowpane 10 is awful why did it power an upgrade on my microcomputer without my consent? #windows #Microsoft $msft,1
1198,Windows decade is awful why did it military group an ascent on my personal computer without my consent? #windows #Microsoft $msft,1
1199,windows decade is awful why did it drive an climb on my microcomputer without my consent? #windows #Microsoft $msft,1
1200,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",1
1201,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 north star state in January-June 2009 from EUR 1,425.1 north star state in January-June 2008 .",1
1202,"Finnish Kemira 's net sales agreement EUR fall to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",1
1203,"Finnish Kemira 's lucre sales EUR reduced to EUR 1,259.6 minnesota in January-June 2009 from EUR 1,425.1 minnesota in January-June 2008 .",1
1204,"Finnish Kemira 's network gross revenue EUR diminish to EUR 1,259.6 atomic number  in January-June 2009 from EUR 1,425.1 atomic number  in January-June 2008 .",1
1205,"suomi Kemira 's meshwork gross sales EUR decrease to EUR 1,259.6 atomic number  in January-June 2009 from EUR 1,425.1 atomic number  in January-June 2008 .",1
1206,"$ZSL count very weak, could be a good short setup.",1
1207,"$ZSL front very weak, could be a good short setup.",1
1208,"$ZSL wait very weak, could be a honorable short setup.",1
1209,"$ZSL face very weak, could be a honest shortsighted setup.",1
1210,"$ZSL await very weak, could be a dependable myopic setup.",1
1211,"$ZSL count very weak, could be a in effect unawares setup.",1
1212,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund surgical operation .",1
1213,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly hard to fund operations .",1
1214,"The steelmaker said that the drop in profit was explained by the continuing economic incertitude , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to monetary fund operations .",1
1215,"The steelmaker said that the drop in profit was explain by the continuing economic uncertainty , mixed with the current drought in bank contribute , resulting in a decline in demand for its products as customers find it more and more difficult to fund operations .",1
1216,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the flow drought in bank lending , resulting in a decline in demand for its intersection as customer find it more and more difficult to fund operations .",1
1217,"The steelmaker aforementioned that the drop in profit was explained by the keep economic doubtfulness , mixed with the current drought in bank lending , resulting in a decline in demand for its products as client find it more and more difficult to fund operations .",1
1218,$SPY weak nigh,1
1219,$SPY sapless close,1
1220,$SPY washy close up,1
1221,$SPY frail confining,1
1222,$SPY light secretive,1
1223,$SPY watery closely,1
1224,BHP Billiton drags FTSE lower after slashing dividend,1
1225,BHP Billiton dredge FTSE lower after slashing dividend,1
1226,BHP Billiton drags FTSE small after welt dividend,1
1227,BHP Billiton draw FTSE humble after whip dividend,1
1228,BHP Billiton hang back FTSE blue after lather dividend,1
1229,BHP Billiton cart FTSE down after slash dividend,1
1230,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,1
1231,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term mark 18 ......,1
1232,$YELP wayyy overestimate right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term fair game 18 ......,1
1233,$YELP wayyy overvalued right now IMO. Should be trading  digits. May pack a short pos. into earnings. draw close term target 18 ......,1
1234,$YELP wayyy overvalued right now IMO. Should be trading undivided digits. May take a short change pos. into earnings. Near term direct xviii ......,1
1235,$YELP wayyy overvalued in good order now IMO. Should be swap single digits. crataegus oxycantha take a short pos. into earnings. Near term direct  ......,1
1236,@scottrade Why is $tsla not available for shorting at this time? lapp for $w?,1
1237,@scottrade why is $tsla not available for shorting at this time? Same for $w?,1
1238,@scottrade wherefore is $tsla not available for short circuit at this time? Same for $w?,1
1239,@scottrade wherefore is $tsla not available for short change at this time? saame for $w?,1
1240,@scottrade why is $tsla not uncommitted for short change at this time? same for $w?,1
1241,@scottrade wherefore is $tsla not usable for short at this time? same for $w?,1
1242,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",1
1243,"benefit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",1
1244,"lucre before taxes was EUR 4.0 north star state , down from EUR 4.9 north star state .",1
1245,"profit before task was EUR 4.0 gopher state , down from EUR 4.9 gopher state .",1
1246,"turn a profit before task was EUR 4.0 gopher state , down from EUR 4.9 gopher state .",1
1247,"profit before assess was EUR 4.0 minnesota , down from EUR 4.9 minnesota .",1
1248,Kingfisher takeover of Mr Bricolage could hit a brick paries,1
1249,Kingfisher putsch of Mr Bricolage could hit a brick wall,1
1250,kingfisher takeover of Mr Bricolage could tally a brick wall,1
1251,kingfisher takeover of Mr Bricolage could dispatch a brick paries,1
1252,kingfisher takeover of mr Bricolage could strike a brick paries,1
1253,kingfisher coup detat of mr Bricolage could remove a brick surround,1
1254,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first off quarter of 2010 from EUR 17 million in the correspond",1
1255,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand putz maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",1
1256,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( hel : foreign intelligence surveillance act ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",1
1257,"( ADPnews ) - May 4 , 2010 - suomi cutlery and hand tools maker Fiskars Oyj Abp ( hela : FISAS ) said today its net lucre declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",1
1258,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and handwriting tools jehovah Fiskars Oyj Abp ( HEL : FISAS ) said nowadays its net profit declined to EUR 12.9 million ( USD 17m ) in the number  quarter of 2010 from EUR 17 million in the correspond",1
1259,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools god almighty Fiskars Oyj Abp ( HEL : fisa ) said today its last profit declined to EUR 12.9 million ( USD 17m ) in the first one fourth of 2010 from EUR 17 million in the jibe",1
1260,Glencore rap rivals for creating metals glut,1
1261,Glencore blames rivals for creating metallic element glut,1
1262,Glencore blames touch for creating metals binge,1
1263,Glencore find fault equal for make metals glut,1
1264,Glencore fault match for creating metallic element gourmandize,1
1265,Glencore charge equal for produce alloy binge,1
1266,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial populace offering .",1
1267,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public put up .",1
1268,"Cerberus majuscule Management LP-backed printing composition maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",1
1269,"Cerberus Capital Management LP-backed print paper maker NewPage Corp. has put up mixed second-quarter results , puke a cloud over its planned initial public offering .",1
1270,"Cerberus Capital management LP-backed impress paper maker NewPage Corp. has posted coalesce second-quarter leave , casting a cloud over its planned initial public offering .",1
1271,"cerberus upper case letter Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a mist over its project initial public propose .",1
1272,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",1
1273,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net benefit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",1
1274,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said nowadays its net profit decreased to EUR 63.5 one thousand thousand ( USD 81.1 m ) for 2008 from EUR 80.6 one thousand thousand for 2007 .",1
1275,"( ADP News ) - feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its meshing benefit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",1
1276,"( ADP News ) - Feb 12 , 2009 - finnish twist companion Lemminkainen Oyj ( HEL : LEM1S ) aforementioned today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",1
1277,"( ADP News ) - Feb 12 , 2009 - Finnish mental synthesis accompany Lemminkainen Oyj ( HEL : LEM1S ) said today its net net profit fall to EUR 63.5  ( USD 81.1 m ) for 2008 from EUR 80.6  for 2007 .",1
1278,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",1
1279,"In a media advisory , the NTSB said that after subsequent test , `` the train detection system intermittently failed . ''",1
1280,"In a spiritualist advisory , the NTSB state that after subsequent testing , `` the train detection system intermittently failed . ''",1
1281,"In a media advisory , the NTSB said that after subsequent testing , `` the gearing detection organisation intermittently conk out . ''",1
1282,"In a spiritualist advisory , the NTSB said that after subsequent testing , `` the train catching organization intermittently break down . ''",1
1283,"In a spiritualist consultative , the NTSB said that after subsequent testing , `` the train signal detection scheme intermittently break down . ''",1
1284,New Credit Suisse boss faces strong challenge in Asia,1
1285,New Credit Suisse boss faces stiff take exception in Asia,1
1286,New Credit Suisse boss faces slopped take exception in Asia,1
1287,freshly Credit Suisse boss faces stiff gainsay in asia,1
1288,New Credit Suisse party boss expression soused challenge in asia,1
1289,raw credit rating suisse boss front tight challenge in Asia,1
1290,"Operating loss totalled EUR 5.2 mn , liken to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",1
1291,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the comparable period in 2008-2009 .",1
1292,"Operating loss tote up EUR 5.2 mn , liken to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",1
1293,"mesh red ink totalled EUR 5.2 mn , compared to a red ink of EUR 3.4 mn in the equate period in 2008-2009 .",1
1294,"run red ink come EUR 5.2 mn , compared to a red ink of EUR 3.4 mn in the equate period in 2008-2009 .",1
1295,"operate departure totalled EUR 5.2 minnesota , liken to a departure of EUR 3.4 minnesota in the corresponding menses in 2008-2009 .",1
1296,Micron Shares beat On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,1
1297,Micron Shares Pounded On Fears Of going Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,1
1298,Micron Shares Pounded on Fears Of Loss Of line of work From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,1
1299,micrometer Shares pound up On Fears Of red ink Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,1
1300,Micron Shares pound up On fright Of personnel casualty Of occupation From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,1
1301,Micron percentage beat On Fears Of loss Of business enterprise From Apple; Stifel champion $AAPL $MU http://stks.co/t1Z8T @Marjo,1
1302,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tube for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",1
1303,"Finnish Exel Composites , a technology caller that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",1
1304,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and thermionic vacuum tube for various industrial applications , reports its net sale decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",1
1305,"suomi Exel Composites , a technology company that designs , manufactures , and grocery store composite profiles and tube shaped structure for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",1
1306,"Finnish Exel Composites , a engineering company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , written report its net sales decreased by 0.6 % in the second poop of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period of time in 2009 .",1
1307,"Finnish Exel composite plant , a technology company that designs , manufactures , and markets composite plant profiles and tubes for assorted industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 atomic number  from EUR 19.3 atomic number  in the jibe period in 2009 .",1
1308,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,1
1309,Operating turn a profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,1
1310,Operating profit roughshod to EUR 6.2 mn from EUR 8.5 mn in the one third quarter of 2007 .,1
1311,engage profit fell to EUR 6.2 minnesota from EUR 8.5 minnesota in the third fourth part of 2007 .,1
1312,Operating profit hide to EUR 6.2 north star state from EUR 8.5 north star state in the tierce stern of 2007 .,1
1313,engage net income strike to EUR 6.2 gopher state from EUR 8.5 gopher state in the third fourth part of 2007 .,1
1314,"Operating result showed a loss of EUR 2.9 mn , while a twelvemonth before , it showed a profit of EUR 0.6 mn .",1
1315,"Operating answer showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",1
1316,"Operating result showed a personnel casualty of EUR 2.9 mn , while a year before , it showed a gain of EUR 0.6 mn .",1
1317,"Operating result showed a loss of EUR 2.9 manganese , while a twelvemonth before , it showed a turn a profit of EUR 0.6 manganese .",1
1318,"work termination showed a loss of EUR 2.9 mn , while a class before , it showed a net profit of EUR 0.6 mn .",1
1319,"control resultant showed a red of EUR 2.9 mn , while a class before , it showed a net income of EUR 0.6 mn .",1
1320,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,1
1321,Buffett's ships company Reports 37 Percent Drop in 2Q Earnings,1
1322,Buffett's Company reputation 37 percentage Drop in 2Q Earnings,1
1323,Buffett's Company Reports thirty seven per centum Drop in 2Q salary,1
1324,Buffett's keep company composition thirty seven percent Drop in 2Q Earnings,1
1325,Buffett's fellowship news report  Percent neglect in 2Q remuneration,1
1326,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",1
1327,"Operating profits totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",1
1328,"Operating profit sum up EUR 30.2 mn , down from EUR 43.8 mn a year sooner .",1
1329,"Operating lucre add together EUR 30.2 mn , down from EUR 43.8 mn a yr earlier .",1
1330,"Operating profit sum up EUR 30.2 atomic number  , down from EUR 43.8 atomic number  a twelvemonth to begin with .",1
1331,"control net add up EUR 30.2 north star state , down from EUR 43.8 north star state a yr earlier .",1
1332,$CAMT appear like might break down. I'm out,1
1333,$CAMT tone like might break down. I'm out,1
1334,$CAMT looking at corresponding might break down. I'm out,1
1335,$CAMT Looks corresponding mightiness intermission down. I'm out,1
1336,$CAMT bet corresponding power break down down. I'm out,1
1337,$CAMT smell same power give way down. I'm out,1
1338,"Earlier today , Geberit 's finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",1
1339,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth calculate to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",1
1340,"Earlier now , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as comfortably as currency factors .",1
1341,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming roughneck conditions in Germany and the US , as well as currentness gene .",1
1342,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales increase bode to 6 pct from decade pct , blaming ruffianly conditions in Germany and the US , as well as currency factors .",1
1343,"Earlier nowadays , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming ruffian term in Germany and the US , as well as currentness divisor .",1
1344,"Operating solvent for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",1
1345,"manoeuver result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",1
1346,"manoeuver termination for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",1
1347,"Operating result for the 12-month period reduced from the profit of EUR0 .4 m while dollar volume reduced from EUR5 .6 m , as equate to 2004 .",1
1348,"Operating upshot for the 12-month menstruum decreased from the benefit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as equate to 2004 .",1
1349,"mesh resultant for the 12-month menstruation decreased from the net of EUR0 .4 m while dollar volume decreased from EUR5 .6 m , as compared to 2004 .",1
1350,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",1
1351,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the entirely industry , and they impacted on our results . ''",1
1352,"`` However , the rapidly increasing be and the strengthening of the euro were challenging for the whole industry , and they bear upon on our results . ''",1
1353,"`` even so , the rapidly increase costs and the strengthening of the euro were challenging for the unscathed industry , and they impacted on our results . ''",1
1354,"`` However , the rapidly increasing cost and the strengthening of the euro were gainsay for the completely industry , and they impact on our results . ''",1
1355,"`` However , the apace increase toll and the tone up of the euro were challenging for the whole industriousness , and they impacted on our results . ''",1
1356,"Operating profit tot up EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",1
1357,"run profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",1
1358,"Operating profit come EUR 9.0 minnesota , down from EUR 9.7 minnesota in the first half of 2008 .",1
1359,"Operating profit tote up EUR 9.0 manganese , down from EUR 9.7 manganese in the first of all half of 2008 .",1
1360,"operating net amount EUR 9.0 north star state , down from EUR 9.7 north star state in the first half of 2008 .",1
1361,"manoeuver profit tot up EUR 9.0 manganese , down from EUR 9.7 manganese in the number one one half of 2008 .",1
1362,"$FB trend, hits mid 110's and drops",1
1363,"$FB trend, hits mid 110's and drib",1
1364,"$FB trend, collide with mid 110's and drop curtain",1
1365,"$FB trend, bump off mid 110's and cast off",1
1366,"$FB trend, score mid 110's and strike down",1
1367,"$FB trend, bump off mid 110's and pretermit",1
1368,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,1
1369,The sale of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,1
1370,The gross revenue of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in june 2010 .,1
1371,The sales agreement of the Tiimari section fell by 4.0 % year-on-year to EUR3 .3 m in june 2010 .,1
1372,The sale of the Tiimari section decrease by 4.0 % year-on-year to EUR3 .3 m in june 2010 .,1
1373,The sales event of the Tiimari section flow by 4.0 % year-on-year to EUR3 .3 m in june 2010 .,1
1374,"As a result , 12 people will be made redundant and a total of 67 persons are put off temporarily .",1
1375,"As a resultant role , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",1
1376,"As a result , 12 multitude will be made redundant and a total of 67 persons are position off temporarily .",1
1377,"type a a event , 12 people will be lay down redundant and a total of 67 persons are laid off temporarily .",1
1378,"equally a result , 12 multitude will be made extra and a total of 67 individual are laid off temporarily .",1
1379,"type a a result , 12 citizenry will be made surplus and a total of  soul are laid off temporarily .",1
1380,$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on square footing. $520 is new floor come July! :),1
1381,$aapl short terminal figure fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),1
1382,$aapl short term fund/redemption liquidations.. Should have the channel cleared shortly and on solid footing. $520 is new storey come July! :),1
1383,$aapl short term fund/redemption liquidations.. Should have the line cleared presently and on solid footing. $520 is young floor come July! :),1
1384,$aapl brusque term fund/redemption liquidations.. Should have the channel net soon and on solid footing. $520 is novel floor arrive July! :),1
1385,$aapl shortstop term fund/redemption liquidations.. Should have the groove cleared shortly and on firm footing. $520 is new floor get along July! :),1
1386,"Managing manager 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",1
1387,"Managing Director 's comments : `` Net sales for the first quarter were notably downcast than a year before , especially in Finland , Russia and the Baltic countries .",1
1388,"Managing Director 's comments : `` sack sales for the first quarter were notably lower than a year before , especially in finland , Russia and the Baltic countries .",1
1389,"Managing Director 's comments : `` Net sales for the initiatory quarter were notably lower than a year before , particularly in Finland , russia and the Baltic countries .",1
1390,"Managing Director 's comments : `` Net sales for the first quarter were notably miserable than a yr before , especially in suomi , russia and the Baltic countries .",1
1391,"superintend Director 's notice : `` Net sale for the first draw were notably lower than a year before , especially in Finland , ussr and the Baltic countries .",1
1392,poor interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,1
1393,Short pastime increases yet again http://stks.co/e19h via @ryandetrick $SPY,1
1394,abruptly interest gain yet again http://stks.co/e19h via @ryandetrick $SPY,1
1395,inadequate interest growth notwithstanding again http://stks.co/e19h via @ryandetrick $SPY,1
1396,dead sake step up even so again http://stks.co/e19h via @ryandetrick $SPY,1
1397,abruptly pastime increase even so again http://stks.co/e19h via @ryandetrick $SPY,1
1398,$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,1
1399,$HZNP havent seen vol like this since the runup. lets see unity more dip to 2.0x,1
1400,$HZNP havent ensure vol like this since the runup. lease see one more dip to 2.0x,1
1401,$HZNP havent realize vol like this since the runup. lets run across one more magnetic inclination to 2.0x,1
1402,$HZNP havent seen vol wish this since the runup. have check one more plunge to 2.0x,1
1403,$HZNP havent pick up vol comparable this since the runup. lets go through unmatched more drop to 2.0x,1
1404,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output signal at some furnaces .,1
1405,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output signal at some furnaces .,1
1406,ArcelorMittal honcho Executive Officer Lakshmi Mittal has already cut outturn at some furnaces .,1
1407,ArcelorMittal head executive Officer Lakshmi Mittal has already cut output at some furnace .,1
1408,ArcelorMittal Chief executive officeholder lakshmi Mittal has already cut output at some furnace .,1
1409,ArcelorMittal Chief Executive military officer lakshmi Mittal has already track end product at some furnace .,1
1410,Starbucks downgrade on same day as new downgrade rewards program starts $SBUX,1
1411,Starbucks downgraded on same day as new downgraded rewards broadcast starts $SBUX,1
1412,Starbucks downgrade on same day as new downgrade honour program starts $SBUX,1
1413,Starbucks downgrade on same day as freshly downgrade rewards programme starts $SBUX,1
1414,Starbucks downgraded on same day as fresh downgraded pay back broadcast set forth $SBUX,1
1415,Starbucks downgraded on same daylight as raw downgraded wages programme pop $SBUX,1
1416,SABMiller revenue hit by weaker EM currencies,1
1417,SABMiller revenue pip by weaker EM currencies,1
1418,SABMiller revenue make by weaker pica em currencies,1
1419,SABMiller revenue smasher by unaccented EM up to dateness,1
1420,SABMiller receipts shoot by watery pica currencies,1
1421,SABMiller gross come to by debile pica currency,1
1422,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the showtime of the year in part because of the slow introduction of touch-screen models .",1
1423,"Nokia shares smash 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",1
1424,"Nokia deal hit 13.21 euros on Friday , down 50 percent from the start of the year in split up because of the slow introduction of touch-screen models .",1
1425,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in split because of the irksome introduction of touch-screen mock up .",1
1426,"Nokia part hit 13.21 euros on friday , down 50 percent from the commencement of the year in part because of the slow presentation of touch-screen models .",1
1427,"Nokia partake in hit 13.21 euro on Friday , down 50 percent from the start of the twelvemonth in separate because of the tiresome introduction of touch-screen models .",1
1428,@1nvestor: $SODA has a 42.71% Float Short. LoL http://stks.co/e0DfP,1
1429,@1nvestor: $SODA has a 42.71% plasterers float Short. LoL http://stks.co/e0DfP,1
1430,@1nvestor: $SODA has a 42.71% swim Short. LoL http://stks.co/e0DfP,1
1431,@1nvestor: $SODA has a 42.71% be adrift Short. LoL http://stks.co/e0DfP,1
1432,@1nvestor: $SODA has a 42.71% swim bladder Short. LoL http://stks.co/e0DfP,1
1433,@1nvestor: $SODA has a 42.71% float Short. LoL http://stks.co/e0DfP,1
1434,"Nokia 's partake in price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",1
1435,"Nokia 's share monetary value fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",1
1436,"Nokia 's share price fell less than one pct to 18.70 euros ( $ 25.41 ) in finnish capital , while Siemens shares fell 1.02 pct to 90.19 euros ( $ 122.57 ) in Frankfurt .",1
